"5RVE,100,""X-RAY DIFFRACTION"",2.14,42.6,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RVE"",""1"",17.6499,0.1698,0.1575,,0.1581,1,165502,""MOLECULAR REPLACEMENT"",";;
"5RVH,100,""X-RAY DIFFRACTION"",2.14,42.6,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RVH"",""0.98"",20.2639,0.1838,0.1665,,0.1674,0.98,176345,""MOLECULAR REPLACEMENT"",";;
"5RVG,100,""X-RAY DIFFRACTION"",2.14,42.52,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RVG"",""1"",19.7851,0.1794,0.1649,,0.1656,1,164941,""MOLECULAR REPLACEMENT"",";;
"5RUY,100,""X-RAY DIFFRACTION"",2.13,42.14,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RUY"",""1"",20.4203,0.1893,0.1726,,0.1734,1,162616,""MOLECULAR REPLACEMENT"",";;
"5S6Y,100,""X-RAY DIFFRACTION"",4.64,73.47,""VAPOR DIFFUSION, SITTING DROP"",,""0.1 M Na3 Citrate pH 5,14% w/v PEG6000"",291,""2020-11-13"",""5S6Y"",""2.32"",56.04,0.2537,0.2093,,0.2115,2.32,61776,""FOURIER SYNTHESIS"",";;
"5RUX,100,""X-RAY DIFFRACTION"",2.14,42.44,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RUX"",""1"",18.5373,0.163,0.1493,,0.1499,1,164957,""MOLECULAR REPLACEMENT"",";;
"5RV9,100,""X-RAY DIFFRACTION"",2.13,42.28,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RV9"",""1"",18.9458,0.1823,0.1689,,0.1696,1,164426,""MOLECULAR REPLACEMENT"",";;
"5S6X,100,""X-RAY DIFFRACTION"",4.65,73.54,""VAPOR DIFFUSION, SITTING DROP"",,""0.1 M Na3 Citrate pH 5,14% w/v PEG6000"",291,""2020-11-13"",""5S6X"",""2.32"",62.01,0.2218,0.1837,,0.1856,2.32,61766,""FOURIER SYNTHESIS"",";;
"5RUZ,100,""X-RAY DIFFRACTION"",2.13,42.24,""VAPOR DIFFUSION, HANGING DROP"",9.5,""100 mM CHES, 28% PEG 3000"",293,""2020-09-28"",""5RUZ"",""1"",19.072,0.1666,0.1499,,0.1507,1,164612,""MOLECULAR REPLACEMENT"",";;
"5S6Z,100,""X-RAY DIFFRACTION"",,,""VAPOR DIFFUSION, SITTING DROP"",,""0.1 M Na3 Citrate pH 5,14% w/v PEG6000"",291,""2020-11-13"",""5S6Z"",""2.28"",42.72,0.2223,0.1909,,0.1925,2.28,66077,""FOURIER SYNTHESIS"",";;
"5RWS,100,""X-RAY DIFFRACTION"",2.11,41.6,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWS"",""1.28"",16.115,0.1935,0.1739,,0.1749,1.28,109609,""FOURIER SYNTHESIS"",";;
"5RX4,100,""X-RAY DIFFRACTION"",2.1,41.33,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX4"",""1.35"",18.004,0.195,0.1722,,0.1733,1.35,92474,""FOURIER SYNTHESIS"",";;
"5S8S,100,""X-RAY DIFFRACTION"",1.73,28.9,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8S"",""1.22"",15.962,0.2143,0.1739,,0.176,1.22,20812,""FOURIER SYNTHESIS"",";;
"5S94,100,""X-RAY DIFFRACTION"",1.71,28.1,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S94"",""1.2"",18.113,0.2123,0.1868,,0.1881,1.2,33245,""FOURIER SYNTHESIS"",";;
"5RWR,100,""X-RAY DIFFRACTION"",2.11,41.83,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWR"",""1.43"",17.794,0.2003,0.1741,,0.1753,1.43,79220,""FOURIER SYNTHESIS"",";;
"5RX3,100,""X-RAY DIFFRACTION"",2.09,41.18,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX3"",""1.45"",21.195,0.1987,0.1726,,0.1739,1.45,75253,""FOURIER SYNTHESIS"",";;
"5S8R,100,""X-RAY DIFFRACTION"",1.73,28.86,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8R"",""1.22"",19.665,0.2091,0.1774,,0.179,1.22,24701,""FOURIER SYNTHESIS"",";;
"5S93,100,""X-RAY DIFFRACTION"",1.71,28.12,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S93"",""1.19"",17.549,0.2163,0.1891,,0.1905,1.19,33172,""FOURIER SYNTHESIS"",";;
"5RWU,100,""X-RAY DIFFRACTION"",2.11,41.69,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWU"",""1.37"",17.425,0.1952,0.1711,,0.1723,1.37,89817,""FOURIER SYNTHESIS"",";;
"5RX6,100,""X-RAY DIFFRACTION"",2.12,42.03,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX6"",""1.45"",19.418,0.2019,0.1748,,0.1762,1.45,76340,""FOURIER SYNTHESIS"",";;
"5S8U,100,""X-RAY DIFFRACTION"",1.73,28.85,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8U"",""1.33"",22.323,0.2225,0.1846,,0.1865,1.33,24603,""FOURIER SYNTHESIS"",";;
"5S96,100,""X-RAY DIFFRACTION"",1.69,27.27,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S96"",""1.17"",16.96,0.2232,0.2107,,0.2113,1.17,35680,""FOURIER SYNTHESIS"",";;
"5RWT,100,""X-RAY DIFFRACTION"",2.1,41.57,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWT"",""1.43"",18.552,0.2037,0.1775,,0.1788,1.43,78851,""FOURIER SYNTHESIS"",";;
"5RX5,100,""X-RAY DIFFRACTION"",2.11,41.71,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX5"",""1.28"",22.16,0.2228,0.1959,,0.1972,1.28,87019,""FOURIER SYNTHESIS"",";;
"5S8T,100,""X-RAY DIFFRACTION"",1.73,28.84,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8T"",""1.22"",18.057,0.2049,0.1774,,0.1788,1.22,30004,""FOURIER SYNTHESIS"",";;
"5S95,100,""X-RAY DIFFRACTION"",1.71,27.97,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S95"",""1.21"",17.811,0.2082,0.1832,,0.1845,1.21,31710,""FOURIER SYNTHESIS"",";;
"5RWW,100,""X-RAY DIFFRACTION"",2.09,41.14,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWW"",""1.16"",15.335,0.19,0.1718,,0.1727,1.16,137086,""FOURIER SYNTHESIS"",";;
"5RX8,100,""X-RAY DIFFRACTION"",2.09,41.24,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX8"",""1.34"",18.019,0.1937,0.17,,0.1711,1.34,93759,""FOURIER SYNTHESIS"",";;
"5S8W,100,""X-RAY DIFFRACTION"",1.73,28.91,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8W"",""1.2"",20.149,0.1959,0.1702,,0.1715,1.2,28181,""FOURIER SYNTHESIS"",";;
"5S98,100,""X-RAY DIFFRACTION"",1.69,27.17,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S98"",""1.1"",15.45,0.2244,0.218,,0.2183,1.1,34548,""FOURIER SYNTHESIS"",";;
"5RWV,100,""X-RAY DIFFRACTION"",2.09,41.13,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWV"",""1.25"",16.719,0.2017,0.1778,,0.1789,1.25,116281,""FOURIER SYNTHESIS"",";;
"5RX7,100,""X-RAY DIFFRACTION"",2.11,41.72,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX7"",""1.36"",17.771,0.2,0.1778,,0.1788,1.36,91267,""FOURIER SYNTHESIS"",";;
"5S8V,100,""X-RAY DIFFRACTION"",1.75,29.61,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8V"",""1.18"",16.496,0.2057,0.1764,,0.1778,1.18,27372,""FOURIER SYNTHESIS"",";;
"5S97,100,""X-RAY DIFFRACTION"",1.72,28.67,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S97"",""1.15"",15.571,0.2059,0.1772,,0.1787,1.15,35054,""FOURIER SYNTHESIS"",";;
"5RWY,100,""X-RAY DIFFRACTION"",2.1,41.4,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWY"",""1.35"",17.81,0.201,0.1747,,0.176,1.35,93302,""FOURIER SYNTHESIS"",";;
"5S8Y,100,""X-RAY DIFFRACTION"",1.72,28.48,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8Y"",""1.24"",15.226,0.2027,0.1729,,0.1744,1.24,26361,""FOURIER SYNTHESIS"",";;
"5RWX,100,""X-RAY DIFFRACTION"",2.1,41.34,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWX"",""1.34"",18.01,0.1977,0.1729,,0.1741,1.34,95325,""FOURIER SYNTHESIS"",";;
"5RX9,100,""X-RAY DIFFRACTION"",2.1,41.45,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX9"",""1.29"",17.573,0.1985,0.176,,0.1771,1.29,107296,""FOURIER SYNTHESIS"",";;
"5S8X,100,""X-RAY DIFFRACTION"",1.71,28.09,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S8X"",""1.15"",18.29,0.2068,0.1932,,0.1939,1.15,31660,""FOURIER SYNTHESIS"",";;
"5S99,100,""X-RAY DIFFRACTION"",1.71,28.08,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S99"",""1.18"",22.64,0.2262,0.2119,,0.2126,1.18,33625,""FOURIER SYNTHESIS"",";;
"5RWK,100,""X-RAY DIFFRACTION"",2.1,41.55,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWK"",""1.32"",18.273,0.1987,0.1733,,0.1745,1.32,100035,""FOURIER SYNTHESIS"",";;
"5S8K,100,""X-RAY DIFFRACTION"",2.08,40.89,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 10% PEG8K"",277,""2020-12-17"",""5S8K"",""1.24"",17.374,0.1915,0.1565,,0.1581,1.24,32503,""FOURIER SYNTHESIS"",";;
"5RWJ,100,""X-RAY DIFFRACTION"",2.11,41.59,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWJ"",""1.26"",16.539,0.1986,0.1771,,0.1781,1.26,114648,""FOURIER SYNTHESIS"",";;
"5S8J,100,""X-RAY DIFFRACTION"",2.09,41.1,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 18% PEG8K"",277,""2020-12-17"",""5S8J"",""1.21"",15.788,0.1748,0.1444,,0.1458,1.21,35748,""FOURIER SYNTHESIS"",";;
"5RWM,100,""X-RAY DIFFRACTION"",2.12,42.04,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWM"",""1.36"",17.812,0.2024,0.1779,,0.1791,1.36,92302,""FOURIER SYNTHESIS"",";;
"5S8M,100,""X-RAY DIFFRACTION"",2.09,41.02,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 12% PEG8K"",277,""2020-12-17"",""5S8M"",""1.2"",20.041,0.1846,0.165,,0.166,1.2,35926,""FOURIER SYNTHESIS"",";;
"5RWL,100,""X-RAY DIFFRACTION"",2.12,42,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWL"",""1.37"",17.262,0.2073,0.1795,,0.1809,1.37,90172,""FOURIER SYNTHESIS"",";;
"5S8L,100,""X-RAY DIFFRACTION"",2.1,41.42,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 10% PEG8K"",277,""2020-12-17"",""5S8L"",""1.23"",14.855,0.1594,0.1276,,0.1292,1.23,33155,""FOURIER SYNTHESIS"",";;
"5RWO,100,""X-RAY DIFFRACTION"",2.1,41.47,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWO"",""1.29"",17.569,0.2019,0.1815,,0.1825,1.29,106851,""FOURIER SYNTHESIS"",";;
"5RX0,100,""X-RAY DIFFRACTION"",2.1,41.38,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX0"",""1.43"",19.584,0.2013,0.1709,,0.1724,1.43,78167,""FOURIER SYNTHESIS"",";;
"5S8O,100,""X-RAY DIFFRACTION"",2.04,39.83,""VAPOR DIFFUSION, SITTING DROP"",7.5,""0.1M HEPES pH 7.5 -- 0.1M calcium chloride -- 10% ethylene glycol -- 17% PEG6K"",277,""2020-12-17"",""5S8O"",""1.67"",26.384,0.2454,0.2155,,0.2171,1.67,28057,""FOURIER SYNTHESIS"",";;
"5S90,100,""X-RAY DIFFRACTION"",1.74,29.19,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S90"",""1.1"",13.388,0.2055,0.1865,,0.1875,1.1,35982,""FOURIER SYNTHESIS"",";;
"5RWN,100,""X-RAY DIFFRACTION"",2.11,41.6,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWN"",""1.38"",17.689,0.1984,0.1734,,0.1746,1.38,87742,""FOURIER SYNTHESIS"",";;
"5S8N,100,""X-RAY DIFFRACTION"",2.08,40.98,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 14% PEG8K"",277,""2020-12-17"",""5S8N"",""1.23"",20.085,0.1907,0.1637,,0.1651,1.23,32719,""FOURIER SYNTHESIS"",";;
"5RWQ,100,""X-RAY DIFFRACTION"",2.11,41.73,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWQ"",""1.32"",19.429,0.1986,0.1747,,0.1759,1.32,99567,""FOURIER SYNTHESIS"",";;
"5RX2,100,""X-RAY DIFFRACTION"",2.09,41.26,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX2"",""1.27"",18.179,0.1945,0.171,,0.1722,1.27,111543,""FOURIER SYNTHESIS"",";;
"5S8Q,100,""X-RAY DIFFRACTION"",1.99,38.32,""VAPOR DIFFUSION, SITTING DROP"",7.5,""0.1M HEPES pH 7.5 -- 0.1M calcium chloride -- 34% PEG3350 -- 4% ethylene glycol"",277,""2020-12-17"",""5S8Q"",""1.5"",24.533,0.2419,0.1789,,0.1823,1.5,37337,""FOURIER SYNTHESIS"",";;
"5S92,100,""X-RAY DIFFRACTION"",1.72,28.41,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S92"",""1.19"",16.382,0.2275,0.1995,,0.2009,1.19,30619,""FOURIER SYNTHESIS"",";;
"5RWP,100,""X-RAY DIFFRACTION"",2.11,41.74,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWP"",""1.48"",19.488,0.2093,0.1777,,0.1792,1.48,71509,""FOURIER SYNTHESIS"",";;
"5RX1,100,""X-RAY DIFFRACTION"",2.1,41.44,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RX1"",""1.31"",18.392,0.1969,0.1751,,0.1761,1.31,102108,""FOURIER SYNTHESIS"",";;
"5S8P,100,""X-RAY DIFFRACTION"",2.03,39.27,""VAPOR DIFFUSION, SITTING DROP"",7.5,""0.1M HEPES pH 7.5 -- 0.1M calcium chloride -- 10% ethylene glycol -- 12% PEG6K"",277,""2020-12-17"",""5S8P"",""1.41"",22.329,0.2051,0.1606,,0.1629,1.41,45652,""FOURIER SYNTHESIS"",";;
"5S91,100,""X-RAY DIFFRACTION"",1.69,27.32,""VAPOR DIFFUSION, SITTING DROP"",5.6,""20% PEG 8000, 0.04M POTASSIUM PHOSPHATE"",277,""2021-01-22"",""5S91"",""1.29"",20.462,0.2111,0.1822,,0.1836,1.29,27807,""FOURIER SYNTHESIS"",";;
"5RWC,100,""X-RAY DIFFRACTION"",2.11,41.59,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWC"",""1.4"",15.829,0.2084,0.1835,,0.1847,1.4,82385,""FOURIER SYNTHESIS"",";;
"5S8C,100,""X-RAY DIFFRACTION"",2.11,41.58,""VAPOR DIFFUSION, SITTING DROP"",5,""0.04M potassium phosphate monobasic -- 9% PEG8K"",277,""2020-12-17"",""5S8C"",""1.25"",18.331,0.1769,0.1375,,0.1394,1.25,31348,""FOURIER SYNTHESIS"",";;
"5RWB,100,""X-RAY DIFFRACTION"",2.09,41.17,""VAPOR DIFFUSION, SITTING DROP"",6.5,""30 mM sodium nitrate, 30 mM dibasic sodium phosphate, 30 mM ammonium sulfate, 100 mM MES/imidazole, pH 6.5, 20% PEG500 MME, 10% PEG20000"",293,""2020-10-30"",""5RWB"",""1.25"",19.379,0.2068,0.1794,,0.1807,1.25,115161,""FOURIER SYNTHESIS"",";;
